zona_climatica;suris_range;volris_range;supdi_range;EPgl_nren;EPgl_ren;CO2
D;>5000;500-1000;50-100;0.0;0.0;0.0
D;>5000;500-1000;100-200;0.0;0.0;0.0
D;>5000;500-1000;200-500;0.0;0.0;0.0
D;>5000;500-1000;500-1000;0.0;0.0;0.0
D;>5000;500-1000;1000-5000;0.0;0.0;0.0
D;>5000;500-1000;>5000;0.0;0.0;0.0
D;>5000;1000-5000;<50;0.0;0.0;0.0
D;>5000;1000-5000;50-100;0.0;0.0;0.0
D;>5000;1000-5000;100-200;0.0;0.0;0.0
D;>5000;1000-5000;200-500;0.0;0.0;0.0
D;>5000;1000-5000;500-1000;0.0;0.0;0.0
D;>5000;1000-5000;1000-5000;0.0;0.0;0.0
D;>5000;1000-5000;>5000;0.0;0.0;0.0
D;>5000;5000-10000;<50;0.0;0.0;0.0
D;>5000;5000-10000;50-100;0.0;0.0;0.0
D;>5000;5000-10000;100-200;0.0;0.0;0.0
D;>5000;5000-10000;200-500;0.0;0.0;0.0
D;>5000;5000-10000;500-1000;0.0;0.0;0.0
D;>5000;5000-10000;1000-5000;0.0;0.0;0.0
D;>5000;5000-10000;>5000;0.0;0.0;0.0
D;>5000;>10000;<50;0.0;0.0;0.0
D;>5000;>10000;50-100;0.0;0.0;0.0
D;>5000;>10000;100-200;0.0;0.0;0.0
D;>5000;>10000;200-500;0.0;0.0;0.0
D;>5000;>10000;500-1000;0.0;0.0;0.0
D;>5000;>10000;1000-5000;0.0;0.0;0.0
D;>5000;>10000;>5000;0.0;0.0;0.0
E;<50;<50;<50;0.0;0.0;0.0
E;<50;<50;50-100;0.0;0.0;0.0
E;<50;<50;100-200;0.0;0.0;0.0
E;<50;<50;200-500;0.0;0.0;0.0
E;<50;<50;500-1000;0.0;0.0;0.0
E;<50;<50;1000-5000;0.0;0.0;0.0
E;<50;<50;>5000;0.0;0.0;0.0
E;<50;50-100;<50;213.55;24.5;43.55
E;<50;50-100;50-100;306.67;30.03;61.35
E;<50;50-100;100-200;369.32;30.8;73.27
E;<50;50-100;200-500;314.82;19.92;61.97
E;<50;50-100;500-1000;286.56;28.53;54.53
E;<50;50-100;1000-5000;154.9;0.0;31.0
E;<50;50-100;>5000;0.0;0.0;0.0
E;<50;100-200;<50;139.87;13.39;28.69
E;<50;100-200;50-100;185.68;17.45;37.64
E;<50;100-200;100-200;253.78;20.68;50.59
E;<50;100-200;200-500;326.73;27.27;64.71
E;<50;100-200;500-1000;271.36;48.44;53.27
E;<50;100-200;1000-5000;335.56;8.93;65.93
E;<50;100-200;>5000;0.0;0.0;0.0
E;<50;200-500;<50;135.15;13.68;27.61
E;<50;200-500;50-100;167.18;17.28;33.94
E;<50;200-500;100-200;233.74;22.67;46.6
E;<50;200-500;200-500;308.22;28.95;60.4
E;<50;200-500;500-1000;322.36;52.38;63.53
E;<50;200-500;1000-5000;202.17;8.98;41.16
E;<50;200-500;>5000;0.0;0.0;0.0
E;<50;500-1000;<50;193.58;8.79;34.16
E;<50;500-1000;50-100;260.98;44.44;52.26
E;<50;500-1000;100-200;275.74;15.42;55.61
E;<50;500-1000;200-500;336.24;13.27;66.57
E;<50;500-1000;500-1000;180.25;34.73;36.54
E;<50;500-1000;1000-5000;0.0;0.0;0.0
E;<50;500-1000;>5000;0.0;0.0;0.0
E;<50;1000-5000;<50;150.3;14.19;31.25
E;<50;1000-5000;50-100;202.16;15.71;42.41
E;<50;1000-5000;100-200;236.44;25.09;47.65
E;<50;1000-5000;200-500;443.06;0.72;83.71
E;<50;1000-5000;500-1000;151.89;16.33;33.06
E;<50;1000-5000;1000-5000;250.54;2.4;50.22
E;<50;1000-5000;>5000;0.0;0.0;0.0
E;<50;5000-10000;<50;0.0;0.0;0.0
E;<50;5000-10000;50-100;0.0;0.0;0.0
E;<50;5000-10000;100-200;0.0;0.0;0.0
E;<50;5000-10000;200-500;0.0;0.0;0.0
E;<50;5000-10000;500-1000;0.0;0.0;0.0
E;<50;5000-10000;1000-5000;0.0;0.0;0.0
E;<50;5000-10000;>5000;0.0;0.0;0.0
E;<50;>10000;<50;0.0;0.0;0.0
E;<50;>10000;50-100;0.0;0.0;0.0
E;<50;>10000;100-200;0.0;0.0;0.0
E;<50;>10000;200-500;0.0;0.0;0.0
E;<50;>10000;500-1000;0.0;0.0;0.0
E;<50;>10000;1000-5000;0.0;0.0;0.0
E;<50;>10000;>5000;0.0;0.0;0.0
E;50-100;<50;<50;0.0;0.0;0.0
E;50-100;<50;50-100;0.0;0.0;0.0
E;50-100;<50;100-200;0.0;0.0;0.0
E;50-100;<50;200-500;0.0;0.0;0.0
E;50-100;<50;500-1000;0.0;0.0;0.0
E;50-100;<50;1000-5000;0.0;0.0;0.0
E;50-100;<50;>5000;0.0;0.0;0.0
E;50-100;50-100;<50;164.43;6.02;33.41
E;50-100;50-100;50-100;174.44;11.41;35.63
E;50-100;50-100;100-200;227.78;12.8;45.2
E;50-100;50-100;200-500;246.32;16.37;49.14
E;50-100;50-100;500-1000;339.97;3.42;66.62
E;50-100;50-100;1000-5000;269.65;1.03;50.71
E;50-100;50-100;>5000;0.0;0.0;0.0
E;50-100;100-200;<50;130.02;9.49;26.59
E;50-100;100-200;50-100;157.26;11.37;32.03
E;50-100;100-200;100-200;222.59;14.36;44.59
E;50-100;100-200;200-500;290.05;25.79;59.47
E;50-100;100-200;500-1000;274.66;6.48;53.96
E;50-100;100-200;1000-5000;251.77;2.19;49.43
E;50-100;100-200;>5000;0.0;0.0;0.0
E;50-100;200-500;<50;123.02;9.73;25.23
E;50-100;200-500;50-100;134.74;10.07;27.68
E;50-100;200-500;100-200;185.55;12.75;37.27
E;50-100;200-500;200-500;236.28;20.45;46.92
E;50-100;200-500;500-1000;311.11;27.31;61.78
E;50-100;200-500;1000-5000;286.65;26.04;58.03
E;50-100;200-500;>5000;0.0;0.0;0.0
E;50-100;500-1000;<50;224.47;14.38;30.15
E;50-100;500-1000;50-100;149.94;10.61;30.37
E;50-100;500-1000;100-200;194.68;13.84;38.95
E;50-100;500-1000;200-500;209.97;36.59;41.95
E;50-100;500-1000;500-1000;250.98;33.77;48.94
E;50-100;500-1000;1000-5000;360.27;5.44;69.67
E;50-100;500-1000;>5000;0.0;0.0;0.0
E;50-100;1000-5000;<50;190.06;11.72;37.49
E;50-100;1000-5000;50-100;123.86;8.16;28.29
E;50-100;1000-5000;100-200;202.56;15.02;40.48
E;50-100;1000-5000;200-500;314.65;21.72;61.78
E;50-100;1000-5000;500-1000;318.55;26.03;62.57
E;50-100;1000-5000;1000-5000;226.75;21.81;49.04
E;50-100;1000-5000;>5000;0.0;0.0;0.0
E;50-100;5000-10000;<50;0.0;0.0;0.0
E;50-100;5000-10000;50-100;0.0;0.0;0.0
E;50-100;5000-10000;100-200;0.0;0.0;0.0
E;50-100;5000-10000;200-500;0.0;0.0;0.0
E;50-100;5000-10000;500-1000;0.0;0.0;0.0
E;50-100;5000-10000;1000-5000;0.0;0.0;0.0
E;50-100;5000-10000;>5000;0.0;0.0;0.0
E;50-100;>10000;<50;0.0;0.0;0.0
E;50-100;>10000;50-100;0.0;0.0;0.0
E;50-100;>10000;100-200;0.0;0.0;0.0
E;50-100;>10000;200-500;0.0;0.0;0.0
E;50-100;>10000;500-1000;0.0;0.0;0.0
E;50-100;>10000;1000-5000;0.0;0.0;0.0
E;50-100;>10000;>5000;0.0;0.0;0.0
E;100-200;<50;<50;0.0;0.0;0.0
E;100-200;<50;50-100;0.0;0.0;0.0
E;100-200;<50;100-200;0.0;0.0;0.0
E;100-200;<50;200-500;0.0;0.0;0.0
E;100-200;<50;500-1000;0.0;0.0;0.0
E;100-200;<50;1000-5000;0.0;0.0;0.0
E;100-200;<50;>5000;0.0;0.0;0.0
E;100-200;50-100;<50;228.36;5.21;45.22
E;100-200;50-100;50-100;199.11;5.59;40.43
E;100-200;50-100;100-200;140.84;12.32;28.91
E;100-200;50-100;200-500;196.0;7.82;38.66
E;100-200;50-100;500-1000;201.1;11.71;44.69
E;100-200;50-100;1000-5000;0.0;0.0;0.0
E;100-200;50-100;>5000;0.0;0.0;0.0
E;100-200;100-200;<50;134.99;10.41;29.41
E;100-200;100-200;50-100;131.27;11.08;26.6
E;100-200;100-200;100-200;176.08;10.36;36.17
E;100-200;100-200;200-500;227.79;18.85;45.69
E;100-200;100-200;500-1000;229.4;40.42;45.74
E;100-200;100-200;1000-5000;94.63;5.98;21.66
E;100-200;100-200;>5000;0.0;0.0;0.0
E;100-200;200-500;<50;118.65;8.38;23.83
E;100-200;200-500;50-100;121.13;8.04;24.83
E;100-200;200-500;100-200;142.54;9.97;29.04
E;100-200;200-500;200-500;208.41;20.67;41.69
E;100-200;200-500;500-1000;269.08;32.03;55.16
E;100-200;200-500;1000-5000;267.71;29.32;52.86
E;100-200;200-500;>5000;0.0;0.0;0.0
E;100-200;500-1000;<50;130.12;9.93;26.39
E;100-200;500-1000;50-100;118.76;8.09;24.3
E;100-200;500-1000;100-200;141.47;10.38;28.99
E;100-200;500-1000;200-500;183.61;26.2;36.78
E;100-200;500-1000;500-1000;201.33;40.16;40.38
E;100-200;500-1000;1000-5000;256.59;39.9;52.13
E;100-200;500-1000;>5000;0.0;0.0;0.0
E;100-200;1000-5000;<50;180.8;0.0;30.0
E;100-200;1000-5000;50-100;213.96;3.96;42.94
E;100-200;1000-5000;100-200;154.43;8.44;30.59
E;100-200;1000-5000;200-500;222.65;22.89;44.74
E;100-200;1000-5000;500-1000;214.4;43.37;43.51
E;100-200;1000-5000;1000-5000;252.87;42.36;50.06
E;100-200;1000-5000;>5000;0.0;0.0;0.0
E;100-200;5000-10000;<50;0.0;0.0;0.0
E;100-200;5000-10000;50-100;0.0;0.0;0.0
E;100-200;5000-10000;100-200;0.0;0.0;0.0
E;100-200;5000-10000;200-500;0.0;0.0;0.0
E;100-200;5000-10000;500-1000;0.0;0.0;0.0
E;100-200;5000-10000;1000-5000;0.0;0.0;0.0
E;100-200;5000-10000;>5000;0.0;0.0;0.0
E;100-200;>10000;<50;0.0;0.0;0.0
E;100-200;>10000;50-100;0.0;0.0;0.0
E;100-200;>10000;100-200;0.0;0.0;0.0
E;100-200;>10000;200-500;0.0;0.0;0.0
E;100-200;>10000;500-1000;0.0;0.0;0.0
E;100-200;>10000;1000-5000;0.0;0.0;0.0
E;100-200;>10000;>5000;0.0;0.0;0.0
E;200-500;<50;<50;0.0;0.0;0.0
E;200-500;<50;50-100;0.0;0.0;0.0
E;200-500;<50;100-200;0.0;0.0;0.0
E;200-500;<50;200-500;0.0;0.0;0.0
E;200-500;<50;500-1000;0.0;0.0;0.0
E;200-500;<50;1000-5000;0.0;0.0;0.0
E;200-500;<50;>5000;0.0;0.0;0.0
E;200-500;50-100;<50;367.92;4.62;59.08
E;200-500;50-100;50-100;122.84;2.47;24.94
E;200-500;50-100;100-200;78.5;11.78;15.3
E;200-500;50-100;200-500;178.04;19.95;34.34
E;200-500;50-100;500-1000;132.89;22.6;28.88
E;200-500;50-100;1000-5000;0.0;0.0;0.0
E;200-500;50-100;>5000;0.0;0.0;0.0
E;200-500;100-200;<50;0.0;0.0;0.0
E;200-500;100-200;50-100;209.66;2.91;41.64
E;200-500;100-200;100-200;137.31;43.52;28.24
E;200-500;100-200;200-500;186.47;3.62;42.11
E;200-500;100-200;500-1000;181.0;20.59;40.16
E;200-500;100-200;1000-5000;120.97;2.68;25.29
E;200-500;100-200;>5000;0.0;0.0;0.0
E;200-500;200-500;<50;188.87;2.36;26.51
E;200-500;200-500;50-100;129.24;10.8;26.08
E;200-500;200-500;100-200;133.47;7.91;27.57
E;200-500;200-500;200-500;166.95;17.21;33.77
E;200-500;200-500;500-1000;211.51;24.59;44.42
E;200-500;200-500;1000-5000;178.26;6.8;33.94
E;200-500;200-500;>5000;0.0;0.0;0.0
E;200-500;500-1000;<50;139.04;3.63;27.82
E;200-500;500-1000;50-100;111.36;3.78;21.75
E;200-500;500-1000;100-200;129.84;7.73;26.35
E;200-500;500-1000;200-500;159.75;17.22;32.14
E;200-500;500-1000;500-1000;189.54;29.68;38.05
E;200-500;500-1000;1000-5000;260.85;33.66;52.47
E;200-500;500-1000;>5000;0.0;0.0;0.0
E;200-500;1000-5000;<50;87.73;18.55;17.41
E;200-500;1000-5000;50-100;67.32;2.17;12.64
E;200-500;1000-5000;100-200;111.88;7.64;22.57
E;200-500;1000-5000;200-500;155.17;14.93;31.53
E;200-500;1000-5000;500-1000;171.14;30.71;34.51
E;200-500;1000-5000;1000-5000;195.89;33.48;39.35
E;200-500;1000-5000;>5000;0.0;0.0;0.0
E;200-500;5000-10000;<50;0.0;0.0;0.0
E;200-500;5000-10000;50-100;0.0;0.0;0.0
E;200-500;5000-10000;100-200;0.0;0.0;0.0
E;200-500;5000-10000;200-500;0.0;0.0;0.0
E;200-500;5000-10000;500-1000;0.0;0.0;0.0
E;200-500;5000-10000;1000-5000;0.0;0.0;0.0
E;200-500;5000-10000;>5000;0.0;0.0;0.0
E;200-500;>10000;<50;0.0;0.0;0.0
E;200-500;>10000;50-100;0.0;0.0;0.0
E;200-500;>10000;100-200;0.0;0.0;0.0
E;200-500;>10000;200-500;0.0;0.0;0.0
E;200-500;>10000;500-1000;0.0;0.0;0.0
E;200-500;>10000;1000-5000;0.0;0.0;0.0
E;200-500;>10000;>5000;0.0;0.0;0.0
E;500-1000;<50;<50;0.0;0.0;0.0
E;500-1000;<50;50-100;0.0;0.0;0.0
E;500-1000;<50;100-200;0.0;0.0;0.0
E;500-1000;<50;200-500;0.0;0.0;0.0
E;500-1000;<50;500-1000;0.0;0.0;0.0
E;500-1000;<50;1000-5000;0.0;0.0;0.0
E;500-1000;<50;>5000;0.0;0.0;0.0
E;500-1000;50-100;<50;0.0;0.0;0.0
E;500-1000;50-100;50-100;0.0;0.0;0.0
E;500-1000;50-100;100-200;0.0;0.0;0.0
E;500-1000;50-100;200-500;0.0;0.0;0.0
E;500-1000;50-100;500-1000;0.0;0.0;0.0
E;500-1000;50-100;1000-5000;0.0;0.0;0.0
E;500-1000;50-100;>5000;0.0;0.0;0.0
E;500-1000;100-200;<50;0.0;0.0;0.0
E;500-1000;100-200;50-100;367.5;0.03;95.65
E;500-1000;100-200;100-200;230.41;3.52;44.56
E;500-1000;100-200;200-500;64.87;0.25;6.64
E;500-1000;100-200;500-1000;0.0;0.0;0.0
E;500-1000;100-200;1000-5000;0.0;0.0;0.0
E;500-1000;100-200;>5000;0.0;0.0;0.0
E;500-1000;200-500;<50;0.0;0.0;0.0
E;500-1000;200-500;50-100;135.98;24.86;28.21
E;500-1000;200-500;100-200;132.98;2.81;27.05
E;500-1000;200-500;200-500;152.86;9.56;31.31
E;500-1000;200-500;500-1000;71.12;0.62;14.16
E;500-1000;200-500;1000-5000;51.63;23.71;10.21
E;500-1000;200-500;>5000;0.0;0.0;0.0
E;500-1000;500-1000;<50;56.0;0.0;10.5
E;500-1000;500-1000;50-100;0.0;0.0;0.0
E;500-1000;500-1000;100-200;70.15;1.86;13.74
E;500-1000;500-1000;200-500;174.73;7.83;34.13
E;500-1000;500-1000;500-1000;192.14;5.88;41.38
E;500-1000;500-1000;1000-5000;294.98;2.22;56.41
E;500-1000;500-1000;>5000;0.0;0.0;0.0
E;500-1000;1000-5000;<50;123.69;21.6;26.36
E;500-1000;1000-5000;50-100;43.47;1.79;8.43
E;500-1000;1000-5000;100-200;83.5;2.37;15.99
E;500-1000;1000-5000;200-500;111.08;11.95;22.44
E;500-1000;1000-5000;500-1000;156.94;13.12;31.65
E;500-1000;1000-5000;1000-5000;177.48;17.54;35.8
E;500-1000;1000-5000;>5000;0.0;0.0;0.0
E;500-1000;5000-10000;<50;0.0;0.0;0.0
E;500-1000;5000-10000;50-100;0.0;0.0;0.0
E;500-1000;5000-10000;100-200;0.0;0.0;0.0
E;500-1000;5000-10000;200-500;0.0;0.0;0.0
E;500-1000;5000-10000;500-1000;0.0;0.0;0.0
E;500-1000;5000-10000;1000-5000;0.0;0.0;0.0
E;500-1000;5000-10000;>5000;0.0;0.0;0.0
E;500-1000;>10000;<50;0.0;0.0;0.0
E;500-1000;>10000;50-100;0.0;0.0;0.0
E;500-1000;>10000;100-200;0.0;0.0;0.0
E;500-1000;>10000;200-500;0.0;0.0;0.0
E;500-1000;>10000;500-1000;0.0;0.0;0.0
E;500-1000;>10000;1000-5000;0.0;0.0;0.0
E;500-1000;>10000;>5000;0.0;0.0;0.0
E;1000-5000;<50;<50;0.0;0.0;0.0
E;1000-5000;<50;50-100;0.0;0.0;0.0
E;1000-5000;<50;100-200;0.0;0.0;0.0
E;1000-5000;<50;200-500;0.0;0.0;0.0
E;1000-5000;<50;500-1000;0.0;0.0;0.0
E;1000-5000;<50;1000-5000;0.0;0.0;0.0
E;1000-5000;<50;>5000;0.0;0.0;0.0
E;1000-5000;50-100;<50;0.0;0.0;0.0
E;1000-5000;50-100;50-100;0.0;0.0;0.0
E;1000-5000;50-100;100-200;0.0;0.0;0.0
E;1000-5000;50-100;200-500;0.0;0.0;0.0
E;1000-5000;50-100;500-1000;0.0;0.0;0.0
E;1000-5000;50-100;1000-5000;0.0;0.0;0.0
E;1000-5000;50-100;>5000;0.0;0.0;0.0
E;1000-5000;100-200;<50;0.0;0.0;0.0
E;1000-5000;100-200;50-100;0.0;0.0;0.0
E;1000-5000;100-200;100-200;0.0;0.0;0.0
E;1000-5000;100-200;200-500;0.0;0.0;0.0
E;1000-5000;100-200;500-1000;0.0;0.0;0.0
E;1000-5000;100-200;1000-5000;0.0;0.0;0.0
E;1000-5000;100-200;>5000;0.0;0.0;0.0
E;1000-5000;200-500;<50;0.0;0.0;0.0
E;1000-5000;200-500;50-100;0.0;0.0;0.0
E;1000-5000;200-500;100-200;0.0;0.0;0.0
E;1000-5000;200-500;200-500;0.0;0.0;0.0
E;1000-5000;200-500;500-1000;0.0;0.0;0.0
E;1000-5000;200-500;1000-5000;0.0;0.0;0.0
E;1000-5000;200-500;>5000;0.0;0.0;0.0
E;1000-5000;500-1000;<50;0.0;0.0;0.0
E;1000-5000;500-1000;50-100;0.0;0.0;0.0
E;1000-5000;500-1000;100-200;0.0;0.0;0.0
E;1000-5000;500-1000;200-500;0.0;0.0;0.0
E;1000-5000;500-1000;500-1000;0.0;0.0;0.0
E;1000-5000;500-1000;1000-5000;0.0;0.0;0.0
E;1000-5000;500-1000;>5000;0.0;0.0;0.0
E;1000-5000;1000-5000;<50;0.0;0.0;0.0
E;1000-5000;1000-5000;50-100;0.0;0.0;0.0
E;1000-5000;1000-5000;100-200;0.0;0.0;0.0
E;1000-5000;1000-5000;200-500;0.0;0.0;0.0
E;1000-5000;1000-5000;500-1000;0.0;0.0;0.0
E;1000-5000;1000-5000;1000-5000;0.0;0.0;0.0
E;1000-5000;1000-5000;>5000;0.0;0.0;0.0
E;1000-5000;5000-10000;<50;0.0;0.0;0.0
E;1000-5000;5000-10000;50-100;0.0;0.0;0.0
E;1000-5000;5000-10000;100-200;0.0;0.0;0.0
E;1000-5000;5000-10000;200-500;0.0;0.0;0.0
E;1000-5000;5000-10000;500-1000;0.0;0.0;0.0
E;1000-5000;5000-10000;1000-5000;0.0;0.0;0.0
E;1000-5000;5000-10000;>5000;0.0;0.0;0.0
E;1000-5000;>10000;<50;0.0;0.0;0.0
E;1000-5000;>10000;50-100;0.0;0.0;0.0
E;1000-5000;>10000;100-200;0.0;0.0;0.0
E;1000-5000;>10000;200-500;0.0;0.0;0.0
E;1000-5000;>10000;500-1000;0.0;0.0;0.0
E;1000-5000;>10000;1000-5000;0.0;0.0;0.0
E;1000-5000;>10000;>5000;0.0;0.0;0.0
E;>5000;<50;<50;0.0;0.0;0.0
E;>5000;<50;50-100;0.0;0.0;0.0
E;>5000;<50;100-200;0.0;0.0;0.0
E;>5000;<50;200-500;0.0;0.0;0.0
E;>5000;<50;500-1000;0.0;0.0;0.0
E;>5000;<50;1000-5000;0.0;0.0;0.0
E;>5000;<50;>5000;0.0;0.0;0.0
E;>5000;50-100;<50;0.0;0.0;0.0
E;>5000;50-100;50-100;0.0;0.0;0.0
E;>5000;50-100;100-200;0.0;0.0;0.0
E;>5000;50-100;200-500;0.0;0.0;0.0
E;>5000;50-100;500-1000;0.0;0.0;0.0
E;>5000;50-100;1000-5000;0.0;0.0;0.0
E;>5000;50-100;>5000;0.0;0.0;0.0
E;>5000;100-200;<50;0.0;0.0;0.0
E;>5000;100-200;50-100;0.0;0.0;0.0
E;>5000;100-200;100-200;0.0;0.0;0.0
E;>5000;100-200;200-500;0.0;0.0;0.0
E;>5000;100-200;500-1000;0.0;0.0;0.0
E;>5000;100-200;1000-5000;0.0;0.0;0.0
E;>5000;100-200;>5000;0.0;0.0;0.0
E;>5000;200-500;<50;0.0;0.0;0.0
E;>5000;200-500;50-100;0.0;0.0;0.0
E;>5000;200-500;100-200;0.0;0.0;0.0
E;>5000;200-500;200-500;0.0;0.0;0.0
E;>5000;200-500;500-1000;0.0;0.0;0.0
E;>5000;200-500;1000-5000;0.0;0.0;0.0
E;>5000;200-500;>5000;0.0;0.0;0.0
E;>5000;500-1000;<50;0.0;0.0;0.0
E;>5000;500-1000;50-100;0.0;0.0;0.0
E;>5000;500-1000;100-200;0.0;0.0;0.0
E;>5000;500-1000;200-500;0.0;0.0;0.0
E;>5000;500-1000;500-1000;0.0;0.0;0.0
E;>5000;500-1000;1000-5000;0.0;0.0;0.0
E;>5000;500-1000;>5000;0.0;0.0;0.0
E;>5000;1000-5000;<50;0.0;0.0;0.0
E;>5000;1000-5000;50-100;0.0;0.0;0.0
E;>5000;1000-5000;100-200;0.0;0.0;0.0
E;>5000;1000-5000;200-500;0.0;0.0;0.0
E;>5000;1000-5000;500-1000;0.0;0.0;0.0
E;>5000;1000-5000;1000-5000;0.0;0.0;0.0
E;>5000;1000-5000;>5000;0.0;0.0;0.0
E;>5000;5000-10000;<50;0.0;0.0;0.0
E;>5000;5000-10000;50-100;0.0;0.0;0.0
E;>5000;5000-10000;100-200;0.0;0.0;0.0
E;>5000;5000-10000;200-500;0.0;0.0;0.0
E;>5000;5000-10000;500-1000;0.0;0.0;0.0
E;>5000;5000-10000;1000-5000;0.0;0.0;0.0
E;>5000;5000-10000;>5000;0.0;0.0;0.0
E;>5000;>10000;<50;0.0;0.0;0.0
E;>5000;>10000;50-100;0.0;0.0;0.0
E;>5000;>10000;100-200;0.0;0.0;0.0
E;>5000;>10000;200-500;0.0;0.0;0.0
E;>5000;>10000;500-1000;0.0;0.0;0.0
E;>5000;>10000;1000-5000;0.0;0.0;0.0
E;>5000;>10000;>5000;0.0;0.0;0.0
F;<50;<50;<50;0.0;0.0;0.0
F;<50;<50;50-100;0.0;0.0;0.0
F;<50;<50;100-200;0.0;0.0;0.0
F;<50;<50;200-500;0.0;0.0;0.0
F;<50;<50;500-1000;0.0;0.0;0.0
F;<50;<50;1000-5000;0.0;0.0;0.0
F;<50;<50;>5000;0.0;0.0;0.0
F;<50;50-100;<50;227.41;26.56;50.94
F;<50;50-100;50-100;328.84;32.06;70.26
F;<50;50-100;100-200;389.01;30.14;78.53
F;<50;50-100;200-500;289.31;57.57;58.77
F;<50;50-100;500-1000;54.44;0.69;15.96
F;<50;50-100;1000-5000;389.71;0.0;73.08
F;<50;50-100;>5000;0.0;0.0;0.0
F;<50;100-200;<50;163.99;21.38;36.56
F;<50;100-200;50-100;232.68;30.8;50.61
F;<50;100-200;100-200;302.33;35.94;63.58
F;<50;100-200;200-500;365.8;38.68;75.19
F;<50;100-200;500-1000;344.07;4.92;68.34
F;<50;100-200;1000-5000;505.01;5.05;95.43
F;<50;100-200;>5000;0.0;0.0;0.0
F;<50;200-500;<50;181.45;15.27;40.06
F;<50;200-500;50-100;210.14;26.19;44.33
F;<50;200-500;100-200;275.13;38.82;56.8
F;<50;200-500;200-500;317.86;50.31;64.2
F;<50;200-500;500-1000;0.0;0.0;0.0
F;<50;200-500;1000-5000;0.0;0.0;0.0
F;<50;200-500;>5000;0.0;0.0;0.0
F;<50;500-1000;<50;0.0;0.0;0.0
F;<50;500-1000;50-100;148.41;20.63;31.9
F;<50;500-1000;100-200;256.84;9.45;66.12
F;<50;500-1000;200-500;245.88;9.57;51.09
F;<50;500-1000;500-1000;276.31;2.01;66.65
F;<50;500-1000;1000-5000;0.0;0.0;0.0
F;<50;500-1000;>5000;0.0;0.0;0.0
F;<50;1000-5000;<50;297.87;20.08;42.91
F;<50;1000-5000;50-100;338.61;7.55;80.47
F;<50;1000-5000;100-200;279.13;12.29;67.66
F;<50;1000-5000;200-500;60.32;206.31;2.19
F;<50;1000-5000;500-1000;0.0;0.0;0.0
F;<50;1000-5000;1000-5000;0.0;0.0;0.0
F;<50;1000-5000;>5000;0.0;0.0;0.0
F;<50;5000-10000;<50;0.0;0.0;0.0
F;<50;5000-10000;50-100;0.0;0.0;0.0
F;<50;5000-10000;100-200;0.0;0.0;0.0
F;<50;5000-10000;200-500;0.0;0.0;0.0
F;<50;5000-10000;500-1000;0.0;0.0;0.0
F;<50;5000-10000;1000-5000;0.0;0.0;0.0
F;<50;5000-10000;>5000;0.0;0.0;0.0
F;<50;>10000;<50;0.0;0.0;0.0
F;<50;>10000;50-100;0.0;0.0;0.0
F;<50;>10000;100-200;0.0;0.0;0.0
F;<50;>10000;200-500;0.0;0.0;0.0
F;<50;>10000;500-1000;0.0;0.0;0.0
F;<50;>10000;1000-5000;0.0;0.0;0.0
F;<50;>10000;>5000;0.0;0.0;0.0
F;50-100;<50;<50;0.0;0.0;0.0
F;50-100;<50;50-100;0.0;0.0;0.0
F;50-100;<50;100-200;0.0;0.0;0.0
F;50-100;<50;200-500;0.0;0.0;0.0
F;50-100;<50;500-1000;0.0;0.0;0.0
F;50-100;<50;1000-5000;0.0;0.0;0.0
F;50-100;<50;>5000;0.0;0.0;0.0
F;50-100;50-100;<50;259.26;14.07;55.71
F;50-100;50-100;50-100;218.86;12.34;47.46
F;50-100;50-100;100-200;305.58;12.82;61.07
F;50-100;50-100;200-500;294.53;59.35;66.45
F;50-100;50-100;500-1000;83.15;4.33;16.82
F;50-100;50-100;1000-5000;459.72;2.33;86.54
F;50-100;50-100;>5000;0.0;0.0;0.0
F;50-100;100-200;<50;151.55;16.46;33.61
F;50-100;100-200;50-100;196.36;23.3;42.99
F;50-100;100-200;100-200;272.11;32.7;58.42
F;50-100;100-200;200-500;344.61;35.69;70.23
F;50-100;100-200;500-1000;249.79;3.5;50.26
F;50-100;100-200;1000-5000;0.0;0.0;0.0
F;50-100;100-200;>5000;0.0;0.0;0.0
F;50-100;200-500;<50;134.26;14.94;29.41
F;50-100;200-500;50-100;163.8;19.47;35.53
F;50-100;200-500;100-200;230.79;28.21;48.98
F;50-100;200-500;200-500;276.86;39.46;57.68
F;50-100;200-500;500-1000;305.56;43.07;61.88
F;50-100;200-500;1000-5000;368.49;9.32;75.09
F;50-100;200-500;>5000;0.0;0.0;0.0
F;50-100;500-1000;<50;0.0;0.0;0.0
F;50-100;500-1000;50-100;169.15;109.75;35.74
F;50-100;500-1000;100-200;260.39;24.31;52.67
F;50-100;500-1000;200-500;218.31;57.74;46.08
F;50-100;500-1000;500-1000;269.08;59.47;56.91
F;50-100;500-1000;1000-5000;0.0;0.0;0.0
F;50-100;500-1000;>5000;0.0;0.0;0.0
F;50-100;1000-5000;<50;0.0;0.0;0.0
F;50-100;1000-5000;50-100;182.8;1.4;34.47
F;50-100;1000-5000;100-200;223.27;7.32;43.64
F;50-100;1000-5000;200-500;364.3;13.32;65.33
F;50-100;1000-5000;500-1000;259.47;13.27;54.25
F;50-100;1000-5000;1000-5000;135.64;64.77;28.01
F;50-100;1000-5000;>5000;0.0;0.0;0.0
F;50-100;5000-10000;<50;0.0;0.0;0.0
